Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Айша,мебельный магазин,Мебель для кухни,"улица Кенен Азербаев, 2",цокольный этаж; НП: 11,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.8,70,87789997876,,,,,,,https://instagram.com/aisha_mebel_astana,,,,https://wa.me/77789997876,,,,,,,51.127576,71.505496,https://2gis.com/firm/70000001047101565,branch
АкОтауМебель,компания по производству мебели,Мебель для кухни; Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для ванных комнат; Офисная мебель,"переулок Мурадели, 9",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,5,87079583525,87079194322,87083413646,,,,,https://instagram.com/aqotau_krovat,,,,https://wa.me/77079194322,https://wa.me/77083413646,https://wa.me/77771545454,,,,,51.195662,71.463122,https://2gis.com/firm/70000001113724159,branch
Алтын Агаш,,Мебель для кухни; Мебель на заказ; Мебель для общественного питания; Офисная мебель; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Мебельные фабрики,"улица Акмешит, 19/1",,010000,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 11:00-19:00,+05:00,4.6,77,87056360977 (единый номер: пн-вс 10:00-21:00),,,,,,,https://instagram.com/altyn_agash_mebel,,,,https://wa.me/77056360977,,,,,,,51.096477,71.414808,https://2gis.com/firm/70000001035928459,branch
Астана-жиһаз фабрикасы,фабрика,Мебель для кухни; Корпусная мебель; Мебель на заказ; Офисная мебель; Мебель для учебных учреждений,"улица А 194, 2",2 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-13:00,+05:00,3.5,9,87761884022,87172497485,,,,,,,,,,https://wa.me/77761884022,,,,,,,51.172961,71.50132,https://2gis.com/firm/70000001018398646,branch
Атамура,мебельный цех,"Мебель для кухни; Мебель на заказ; Мебельная фурнитура; Корпусная мебель; Распиловка древесины; ЛДСП, ДВПО, МДФ; Офисная мебель; Мебельные фасады; Детская мебель; Мебель для общественного питания","улица Александра Пушкина, 20Б",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,4.8,62,87716246758,,,,,,,https://instagram.com/atamura.mebel,,,,https://wa.me/77716246758,,,,,,,51.17655,71.487955,https://2gis.com/firm/70000001064042677,branch
Два кита,мебельная компания,Мебель для кухни; Корпусная мебель; Детская мебель; Матрасы; Мягкая мебель; Мебель на заказ,"проспект Акжол, 28",2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.3,22,87087220034,,,,,,,https://instagram.com/dva_kita_mebel,,,,https://wa.me/77055858417,https://wa.me/77087220034,,,https://t.me/+77087220034,,,51.182881,71.454704,https://2gis.com/firm/70000001018107022,branch
Декориум,,Мебель для кухни; Декоративные отделочные материалы; Обои; Погонажные изделия; Бытовая техника; Мебель на заказ; Корпусная мебель; Напольные покрытия; Мебель для общественного питания; Стеновые панели; Отделочные материалы; Лаки и краски; Керамическая плитка; Мягкая мебель; Керамогранит,"улица Гейдара Алиева, 3",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.6,19,87010630001,87078801763,,,,,,https://instagram.com/remontiobstanovka,,,,https://wa.me/77010630001,,,,,,,51.0999,71.411661,https://2gis.com/firm/70000001038675170,branch
Ева,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель,"проспект Республики, 58/5",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+05:00,4.4,6,87077384886,,,,,,,https://instagram.com/eva.mebel.kz_astana_,,,,https://wa.me/77077384886,,,,,,,51.184411,71.424881,https://2gis.com/firm/70000001018104097,branch
Евродизайн,производственная компания,Мебель для кухни; Мебель на заказ; Детская мебель; Корпусная мебель; Офисная мебель,"улица Орнек, 2а",вход со двора,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00,+05:00,5.0,6,87015200122,,,,,,,,,,,https://wa.me/77015200122,,,,,,,51.203341,71.38185,https://2gis.com/firm/70000001018091663,branch
Жер стол,,Мебель для кухни; Мебель для общественного питания,"улица Алии Молдагуловой, 13/5",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,10,87786541344,,,,,,,https://instagram.com/zherstol.astana,,,,https://wa.me/77786541344,,,,,,,51.184785,71.401615,https://2gis.com/firm/70000001089732864,branch
Икрам-Шах,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для ванных комнат; Детская мебель,"улица Максут Нарикбаев, 6",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,5.0,7,87075055248,87757133911,,,,,,https://instagram.com/mebel_zakaz_astana_01,,,,https://wa.me/77075055248,https://wa.me/77757133911,,viber://chat/?number=77075055248,https://t.me/+77075055248,,,51.140499,71.391457,https://2gis.com/firm/70000001051577664,branch
ИП ComfortAzia,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Жолымбетская, 43",5 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.9,32,87073783234,87026441304,,,,,,https://instagram.com/comfortazia,,,,https://wa.me/77073783234,https://wa.me/77026441304,,,,,,51.199883,71.468133,https://2gis.com/firm/70000001097489809,branch
ИП ComfortAzia,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Сакена Сейфуллина, 47",14 место; 6 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,90,87073783234,87026441304,,,,,,https://instagram.com/comfortazia,,,,https://wa.me/77073783234,https://wa.me/77026441304,,,,,,51.172982,71.437433,https://2gis.com/firm/70000001018519356,branch
ИП МебельАстана.kz,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"Альмукан Сембинов улица, 26/2",3 цех,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+05:00,2.4,5,87784432095,,,,,,,https://instagram.com/korpus.kz,,,,https://wa.me/77784432095,,,,,,,51.17357,71.455468,https://2gis.com/firm/70000001025389933,branch
ИП Элит-Фурнитура,,"Мебель для кухни; Сантехника; Бытовая техника; Вентиляционное, тепловое оборудование","улица Шары Жиенкуловой, 8/3",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-17:00,+05:00,4.8,45,87015031742,87172433002,87074328586,,,,,https://instagram.com/elitfurnitura,,,,https://wa.me/77015031742,https://wa.me/77074328586,,,,,,51.177903,71.458323,https://2gis.com/firm/70000001027048395,branch
Компания по изготовлению мебели,,Мебель для кухни; Корпусная мебель,"улица Ильи Чехоева, 5","5, 5/1 место; 1 сектор; 6 блок",,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (зимний период: пн-вс 9:00-17:00),+05:00,5.0,20,87071141182,,,,,,,,,,,https://wa.me/77071141182,,,,,,,51.198572,71.46409,https://2gis.com/firm/70000001057143155,branch
Компания по изготовлению мебели на заказ,ИП Шанырак Групп,Мебель для кухни; Корпусная мебель; Мебель на заказ; Офисная мебель; Мебельные фасады; Мебель для ванных комнат,"улица Бактыораза Бейсекбаева, 21/2",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,43,87076324902,,,,,,,https://instagram.com/shanyrak.group.kaz,,,,https://wa.me/77076324902,,,,,,,51.172093,71.459643,https://2gis.com/firm/70000001080294901,branch
Компания по производству лофт мебели,,Мебель для кухни; Офисная мебель; Корпусная мебель; Мебель на заказ,"улица Шары Жиенкуловой, 3г",,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-19:00; Вт: 09:00-13:00, 14:00-19:00; Ср: 09:00-13:00, 14:00-19:00; Чт: 09:00-13:00, 14:00-19:00; Пт: 09:00-13:00, 14:00-19:00; Сб: 09:00-13:00, 14:00-19:00",+05:00,4.9,7,87085493253,,,,,,,,,,,https://wa.me/77085493253,,,,,,,51.175505,71.461373,https://2gis.com/firm/70000001075268389,branch
Кукебаев,компания по изготовлению мебели на заказ,Мебель для кухни; Мебель на заказ; Корпусная мебель; Распиловка древесины,"улица Михаила Лермонтова, 41Б",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,5.0,8,87789478787,,,,,,,https://instagram.com/meb.elastana01,,,,https://wa.me/77789478787,,,,,,,51.179691,71.442099,https://2gis.com/firm/70000001052676266,branch
МMD,мебельный завод,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мягкая мебель; Детская мебель; Мебель для ванных комнат; Офисная мебель; Ремонт мебели; Матрасы; Мебель для учебных учреждений,"Талапкерский переулок, 26Б",,,,Сарыарка район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-19:00; Вт: 09:00-13:00, 14:00-19:00; Ср: 09:00-13:00, 14:00-19:00; Чт: 09:00-13:00, 14:00-19:00; Пт: 09:00-13:00, 14:00-19:00; Сб: 09:00-13:00, 14:00-19:00",+05:00,5.0,7,87088801868,,,,,,,https://instagram.com/mmd.astana,,,,https://wa.me/77474310238,https://wa.me/77088801868,,viber://chat/?number=77474310238,https://t.me/+77088801868,,,51.186459,71.367099,https://2gis.com/firm/70000001094338672,branch
Массив,,Мебель для кухни; Пластиковая мебель; Мебель для общественного питания; Офисная мебель,"улица Шокана Уалиханова, 24",1 этаж; левое крыло,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,24,87086169731,,,,,,,https://instagram.com/massiv.salon,,,,https://wa.me/77086169731,,,,,,,51.175383,71.438769,https://2gis.com/firm/70000001079768500,branch
МебельКом,компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель; Мягкая мебель,"улица Шагыл, 12 стр",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,7,87064197799,87071549571,,,,,,https://instagram.com/mebelkom.astana,,,,https://wa.me/77064197799,https://wa.me/77071549571,,,,,,51.177429,71.477049,https://2gis.com/firm/70000001103497874,branch
Мебельная компания,,Мебель для кухни; Мебель на заказ; Распиловка древесины; Корпусная мебель; Мебельные фасады; Мягкая мебель; Офисная мебель,"Альмукан Сембинов улица, 36/3",,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00",+05:00,4.9,7,87002021201,,,,,,,https://instagram.com/raspil_kz,,,,https://wa.me/77002021201,,,,https://t.me/+7-700-202-12-01,,,51.177513,71.458124,https://2gis.com/firm/70000001090239982,branch
Мебельная компания,ИП Айболат,Мебель для кухни; Мебель на заказ; Корпусная мебель,"проспект Акжол, 20",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-14:00,+05:00,5.0,14,87718530333,,,,,,,https://instagram.com/aibamebel.01,,,,https://wa.me/77718530333,,,,,,,51.18428,71.449362,https://2gis.com/firm/70000001090700787,branch
Мебельный магазин,,Мебель для кухни; Мебельные магазины; Мягкая мебель; Корпусная мебель,"улица Жусупбека Аймауытова, 7",405 бутик; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.8,13,87011792805,87781798938,,,,,,https://instagram.com/stoly.stulya.astana01,,,,https://wa.me/77011792805,https://wa.me/77781798938,,,,,,51.175547,71.432025,https://2gis.com/firm/70000001082643702,branch
Мебельный склад,,Мебель для кухни; Корпусная мебель,"улица Николай Гоголь, 14в",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-16:00,+05:00,5.0,6,87023415454,87718835797,87755913121,,,,,https://instagram.com/edem_mebel_01,,,,https://wa.me/77718835797,https://wa.me/77023415454,https://wa.me/77755913121,,,,,51.193906,71.434681,https://2gis.com/firm/70000001104998024,branch
Мебельный цех,,Мебель для кухни; Мебель на заказ; Распиловка древесины; Корпусная мебель; Офисная мебель; Детская мебель,"улица Акарыс, 39а",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,4.9,20,87059012343,87083417172,,,,,,https://instagram.com/mebel.ka.astana,,,,https://wa.me/77059012343,,,,,,,51.15363,71.511247,https://2gis.com/firm/70000001089107373,branch
МК Мебель,компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для ванных комнат; Бытовая техника; Изделия из камня для помещений,"улица Гейдара Алиева, 10",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,4.9,40,87783441221 (единый номер: пн-сб 10:00-19:00),87172642030,,,,,,https://instagram.com/mkmebel,,,,https://wa.me/77783441221,,,,,,,51.094364,71.41112,https://2gis.com/firm/70000001030597212,branch
Өнер_furniture,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Бактыораза Бейсекбаева, 24/1",209 кабинет; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-15:00,+05:00,5.0,15,87788901278,,,,,,,https://instagram.com/oner_furniture_astana,,,,https://wa.me/77788901278,,,,,,,51.171607,71.460782,https://2gis.com/firm/70000001083567580,branch
Пинскдрев KZ,магазин белорусской мебели,Мебель для кухни; Мягкая мебель; Корпусная мебель; Бескаркасная мебель,"проспект Сарыарка, 1",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.1,8,87789007961,,,,,,,https://instagram.com/pinskdrev.astana,,,,https://wa.me/77789007961,,,,,,,51.158846,71.410123,https://2gis.com/firm/70000001113334042,branch
Распил Центр,,"Мебель для кухни; Мебель на заказ; Распиловка древесины; Корпусная мебель; ЛДСП, ДВПО, МДФ","улица Ыкылас Дукенулы, 31/4",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,26,87751179882,87714118183,,,,,,https://instagram.com/raspil_centr,,,,https://wa.me/77714118183,,,,,,,51.182534,71.436175,https://2gis.com/firm/70000001092524685,branch
РостМебель,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Григория Потанина, 14а",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00,+05:00,4.6,10,87014771598,,,,,,,https://instagram.com/rostmebel2003,,,,https://wa.me/77014771598,,,,,,,51.187187,71.404224,https://2gis.com/firm/70000001018133660,branch
Руна Казахстан,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для общественного питания; Детская мебель; Офисная мебель; Ремонт мебели; Мебель для ванных комнат,"улица Шамши Калдаяков, 27/4",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.4,126,87055785660,87055785587,87751495992,,,,,https://instagram.com/runa_mebel.kz,,https://facebook.com/runamebel.kz,https://vk.com/id789341152,https://wa.me/77055785660,https://wa.me/77055785587,,viber://chat/?number=77055785587,https://t.me/+77055785587,,https://youtube.com/@user-jg6qq1ic9u/featured,51.112972,71.499731,https://2gis.com/firm/70000001062429975,branch
Тандем,производственная компания мебели,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель; Мебельные фасады; Распиловка древесины,"улица Шары Жиенкуловой, 5/12",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,5.0,12,87073314547,,,,,,,https://instagram.com/tandemebel.kz,,,,https://wa.me/77073314547,,,,,,,51.176556,71.457592,https://2gis.com/firm/70000001084264098,branch
Тритон,мебельная компания,Мебель для кухни; Корпусная мебель; Мебель на заказ; Детская мебель; Мебельные фасады; Фрезеровка неметаллов,"улица Кендала, 6а",,,,Сарыарка район,Астана,,Астана,Казахстан,"Пн: 08:00-13:00, 14:00-18:00; Вт: 08:00-13:00, 14:00-18:00; Ср: 08:00-13:00, 14:00-18:00; Чт: 08:00-13:00, 14:00-18:00; Пт: 08:00-13:00, 14:00-18:00; Сб: 08:00-13:00, 14:00-18:00 (по предварительной записи)",+05:00,4.9,9,87015217495,,,,,,,,,,,https://wa.me/77015217495,,,,,,,51.193384,71.344998,https://2gis.com/firm/70000001018104106,branch
Фатима,мебельный центр,Мебель для кухни; Мебель на заказ; Мебель для ванных комнат; Детская мебель; Корпусная мебель,"улица Александр Герцен, 34",,,,Сарыарка район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-22:00; Вт: 09:00-13:00, 14:00-22:00; Ср: 09:00-13:00, 14:00-22:00; Чт: 09:00-13:00, 14:00-22:00; Пт: 09:00-13:00, 14:00-22:00; Сб: 09:00-13:00, 14:00-22:00; Вс: 09:00-13:00, 14:00-22:00",+05:00,5.0,84,87757854446,,,,,,,https://instagram.com/fatima_zhihaz,,,,https://wa.me/77757854446,,,,,,,51.203998,71.372363,https://2gis.com/firm/70000001083019504,branch
Хан,компания по изготовлению столов трансформеров,Мебель для кухни; Мебель на заказ,"переулок Аксункар, 1",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (по предварительной записи),+05:00,5.0,15,87079729255,87011999770,87078424199,,,,,https://instagram.com/stol_transformer_xan,,,,https://wa.me/77079729255,https://wa.me/77011999770,,,,,,51.133419,71.486105,https://2gis.com/firm/70000001057652907,branch
Центр изготовления мебели на заказ,,Мебель для кухни; Мебель на заказ; Мягкая мебель,,,,,,,Целиноградский район,Акмолинская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,4.2,5,87015702699,87789681299,,,,,,,,,,https://wa.me/77789681299,https://wa.me/77711387033,https://wa.me/77015702699,,,,,,,https://2gis.com/firm/70000001034515261,branch
Цех по изготовлению мебели,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Бастобе, 32/2а",,,Промышленный ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,10,87014405231,87027403402,87059121793,,,,,https://instagram.com/mebel_kenes.kz,,,,https://wa.me/77014405231,https://wa.me/77027403402,,,,,,51.119923,71.521696,https://2gis.com/firm/70000001074745700,branch
Шеф Кухни,мебельная компания,Мебель для кухни; Мебель на заказ,"Аль-Фараби проспект, 7/3",,,,Есиль район,Астана,,Астана,Казахстан,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,5,87057436949,,,,,,,https://instagram.com/Shefkuhni_qaz,,,,https://wa.me/77057436949,,,,,,,51.101167,71.450195,https://2gis.com/firm/70000001114344051,branch
