Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Aroma Perfume,магазин по продаже парфюмерии,Косметика и парфюмерия,"улица Толе би, 265",12 кабинет; 1 этаж,050005,Тастак-2 м-н,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,5.0,12,87477081532,87087081532,,,,,,,,,,https://wa.me/77477081532,https://wa.me/77087081532,,,,,,,43.24927,76.871129,https://2gis.com/firm/70000001101773016,branch
Aromalux,бутик парфюмерии,Косметика и парфюмерия,"Северное Кольцо шоссе, 3/1",116-131 бутик; Красный сектор; 2 этаж,050058,,Жетысуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+05:00,5.0,7,87772338885,,,,,,,https://instagram.com/arparfum.kz,,,,https://wa.me/77772338885,,,,,,,,43.276235,76.887634,https://2gis.com/firm/70000001082985629,branch
Aromania,парфюмерный дом,Косметика и парфюмерия,"улица Наурызбай батыра, 25",,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,20,87018547007,,,,,,,https://instagram.com/aromania.kzzz,,,,https://wa.me/77018547007,,,,,,,,43.261589,76.935062,https://2gis.com/firm/70000001115142353,branch
Aromatiq Perfumes,магазин парфюмерии,Косметика и парфюмерия,"улица Токатаева, 115",1 этаж,40400,,,Есик,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,7,87075077760,,,,,,,https://instagram.com/parfum_esik,,,,https://wa.me/77075077760,,,,,,,,43.353247,77.463681,https://2gis.com/firm/70000001109911582,branch
Arome fusion,бутик парфюмерии,Косметика и парфюмерия,"8-й микрорайон, 37/1",1 этаж,050006,8-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.9,21,87074949465,,,,,,,,,,,,,,,,,,,43.227677,76.864368,https://2gis.com/firm/70000001080710167,branch
Arome Fusion,магазин парфюмерии,Косметика и парфюмерия,"микрорайон Мамыр-1, 8а",1 этаж,050036,Мамыр-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,15,87009191989,87787471540,,,,,,,,,,https://wa.me/77009191989,,,,,,,,43.21237,76.842129,https://2gis.com/firm/70000001092586175,branch
Aromi,островок французский парфюмерии,Косметика и парфюмерия,"улица Щепкина, 35Б",1 этаж,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,122,87779957799,,,,,,,https://instagram.com/zhanel_perfume,,,,https://wa.me/77779957799,,,,,,,,43.204833,76.877814,https://2gis.com/firm/70000001092526248,branch
Aromus,,Косметика и парфюмерия,"Северное Кольцо шоссе, 3",27 бутик,050058,,Жетысуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,14,87070353020,,,,,,,https://instagram.com/aromus.kz,,,,https://wa.me/77070353020,,,,https://t.me/aromus,,,,43.280448,76.888225,https://2gis.com/firm/70000001100713048,branch
Art vox,магазин корейской косметики и игрушек,Косметика и парфюмерия; Игрушки; Бижутерия,"проспект Нурсултана Назарбаева, 42",,40000,,,Талдыкорган,Талдыкорган городская администрация,Жетысу область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,2.5,19,87019735383,,,,,,,https://instagram.com/artvox_tdk,,,,https://wa.me/77019735383,,,,,,,,45.017979,78.379259,https://2gis.com/firm/70000001088802343,branch
Aru cosmetics,магазин косметики,Косметика и парфюмерия,"Северное Кольцо шоссе, 9","D20, G23 бутик; 2 этаж",050015,,Жетысуский район,Алматы,,Алматы,Казахстан,Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00,+05:00,3.9,7,87071577707,,,,,,,https://instagram.com/aru_cosmetics_almaty,,,,https://wa.me/77071577707,,,,,,,,43.286864,76.889639,https://2gis.com/firm/70000001043884702,branch
Aruna shop,,Косметика и парфюмерия; Хозтовары; Бытовая химия; Товары для праздников,"микрорайон Орбита-3, 31",1 этаж,050043,Орбита-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:30; Вт: 10:00-22:30; Ср: 10:00-22:30; Чт: 10:00-22:30; Пт: 10:00-22:30; Сб: 10:00-22:30; Вс: 10:00-22:30,+05:00,3.4,7,87078326605,,,,,,,,,,,https://wa.me/77078326605,,,,,,,,43.200886,76.871218,https://2gis.com/firm/70000001099192962,branch
Arzan Shop,магазин,Косметика и парфюмерия; Женская одежда; Сумки и кожгалантерея; Хозтовары; Игрушки,"улица Биржан Сала, 52",цокольный этаж,040000,,,Талдыкорган,Талдыкорган городская администрация,Жетысу область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,1.8,7,87021820389,,,,,,,https://instagram.com/arzan_shop.tdk,,,,https://wa.me/77021820389,,,,,,,,45.022689,78.377318,https://2gis.com/firm/70000001114640895,branch
Arzan_mix_almaty,магазин женской одежды,Косметика и парфюмерия; Женская одежда; Обувные магазины; Сумки и кожгалантерея; Носки и колготки,"улица Прокофьева, 89а",2 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.9,29,87075763326,,,,,,,https://instagram.com/arzan_mix_almaty,,,,https://wa.me/77075763326,,,,,,,,43.249101,76.87406,https://2gis.com/firm/70000001090535832,branch
Asia,магазин хозяйственных товаров,Косметика и парфюмерия; Бытовая химия; Садовый инвентарь; Посуда; Хозтовары,"улица Ахрименко, 43/1",,050061,Айгерим-1 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,6,87073195062,,,,,,,,,,,https://wa.me/77073195062,,,,,,,,43.259498,76.843036,https://2gis.com/firm/70000001042682569,branch
Asian Cosmetics,магазин корейской косметики,Косметика и парфюмерия,"8-й микрорайон, 37/1",1 этаж,050006,8-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.6,124,87752467755,,,,,,,https://instagram.com/nature_republic_kazakhstan,,,,https://wa.me/77752467755,,,,,,,,43.226832,76.863347,https://2gis.com/firm/70000001024603265,branch
Aslan Parfum,магазин парфюмерии,Косметика и парфюмерия; Часы,"улица Байтурсынова, 63",,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,10,87477770295,,,,,,,,,,,https://wa.me/77477770295,,,,,,,,43.250183,76.925194,https://2gis.com/firm/70000001111186158,branch
Asq_parfume,магазин парфюмерии,Косметика и парфюмерия,"улица Толе би, 286/2",104 офис; 1 этаж,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+05:00,5.0,28,87078481525,,,,,,,https://instagram.com/asq_parfume,,,,https://wa.me/77078481525,,,,,,,,43.248043,76.869342,https://2gis.com/firm/70000001110308350,branch
Atomi,интернет-магазин,Косметика и парфюмерия; Средства гигиены; БАДы; Бытовая химия; Диетические продукты,,,,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 11:00-16:00; Вт: 11:00-16:00; Ср: 11:00-16:00; Чт: 11:00-16:00,+05:00,5.0,20,87025555377,,,,,,,https://instagram.com/atomy.inna,,,,https://wa.me/77025555377,,,,,,,,,,https://2gis.com/firm/70000001063717211,branch
Atomy,интернет-магазин,Косметика и парфюмерия; БАДы; Хозтовары,"проспект Достык, 192",цокольный этаж,050051,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-13:00,+05:00,5.0,11,87014778434,87017107190,,,,,,https://instagram.com/atomy.com_kz,,,,https://wa.me/77014778434,https://wa.me/77017107190,,,https://t.me/+77475778434,,,,43.231715,76.959922,https://2gis.com/firm/70000001111027825,branch
Atomy,интернет-магазин по продаже эко-продукции,Косметика и парфюмерия; Хозтовары; Посуда; БАДы,"микрорайон Аксай-4, 70Б",5/1 офис; цокольный этаж,050063,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00,+05:00,3.7,7,87002884279,87479346599,87019979177,,,,,https://instagram.com/atomy_market_almaty,,,,https://wa.me/77019979177,https://wa.me/77479346599,https://wa.me/77002884279,,https://t.me/+77479346599,,,,43.225887,76.840753,https://2gis.com/firm/70000001079659621,branch
Atomy,корейский онлайн-магазин,Косметика и парфюмерия; БАДы,"улица Шагабутдинова, 6",,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительному звонку),+05:00,5.0,17,87781841479,87476229604,,,,,,,,,,,,,,,,,,43.260687,76.919621,https://2gis.com/firm/70000001103470465,branch
Atomy,магазин товаров для здоровья и красоты,Косметика и парфюмерия; Пункты выдачи интернет-заказов; БАДы; Средства гигиены; Хозтовары,"улица Исиналиева, 1/1",42 бутик; 2 этаж,050045,Нур Алатау м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 12:00-19:00; Вт: 12:00-19:00; Ср: 12:00-19:00; Чт: 12:00-19:00; Пт: 12:00-19:00; Сб: 12:00-17:00,+05:00,5.0,5,87089333105,,,,,,,https://instagram.com/elena_atomy_stars,,,,https://wa.me/77089333105,,,,https://t.me/elenamila2553,,,,43.193827,76.903682,https://2gis.com/firm/70000001091447582,branch
Atomy,магазин товаров из Южной Кореи,Косметика и парфюмерия; БАДы; Средства гигиены; Бытовая химия,"улица Толе би, 262",2 этаж; вход со двора,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 14:00-19:00; Вт: 14:00-19:00; Ср: 14:00-19:00; Чт: 14:00-19:00; Пт: 14:00-19:00; Сб: 13:00-15:00,+05:00,4.4,5,87015204272,,,,,,,https://instagram.com/salta_atomy7,,,,https://wa.me/77015204272,,,,,,,,43.249825,76.878273,https://2gis.com/firm/70000001080225722,branch
Atomy,онлайн-магазин корейских товаров,Косметика и парфюмерия; БАДы,"проспект Суюнбая, 2 к8",2 офис; 2 этаж,050016,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00; Сб: 13:00-17:00,+05:00,4.5,12,87028979710,,,,,,,https://instagram.com/atomy_bazargul76,,,,https://wa.me/77028979710,,,,,,,,43.274423,76.94791,https://2gis.com/firm/70000001068968672,branch
Atomy,центр,Косметика и парфюмерия; БАДы; Бытовая химия,"улица Жамбыла, 114/85 блок Б",4 офис; 1 этаж,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:30-17:00; Вт: 10:30-17:00; Ср: 10:30-17:00; Чт: 10:30-17:00; Пт: 10:30-17:00,+05:00,5.0,15,87013141404,87014402689,,,,,,https://instagram.com/nataly_atomy,,,,https://wa.me/77013141404,https://wa.me/77014402689,,,,,,,43.246169,76.92576,https://2gis.com/firm/70000001090665501,branch
Atomy-Алматы-Актив-Арман,интернет-магазин экотоваров из Кореи,Косметика и парфюмерия; БАДы; Хозтовары; Средства гигиены,"улица Осипенко, 35а",301 офис; 3 этаж,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-16:00; Вт: 10:00-16:00; Ср: 10:00-16:00; Пт: 10:00-16:00; Сб: 11:00-15:00,+05:00,4.5,7,87073320032,,,,,,,https://instagram.com/yuliya_atomy_kz,,,,https://wa.me/77073320032,,,,,,,,43.343792,76.940367,https://2gis.com/firm/70000001051216031,branch
Avon,бутик косметики,Косметика и парфюмерия,"улица Толе би, 262/93",,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.4,6,87016058087,87771163742,,,,,,,,,,https://wa.me/77016058087,https://wa.me/77771163742,,,,,,,43.249779,76.877845,https://2gis.com/firm/70000001037223150,branch
Avon & Faberlic,агентский пункт,Косметика и парфюмерия,"улица Рыскулова, 218",,41603,Спутник м-н,,Талгар,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (по предварительному звонку),+05:00,4.2,5,87074470503,,,,,,,,,,,https://wa.me/77074470503,,,,,,,,43.322878,77.248318,https://2gis.com/firm/70000001045299061,branch
